site,wafer,time_dep,geh4,b2h6,th_sigeb.xrr,th_sigeb.xrd,xge.xrd,xge.sims,b_conc.sims,th_sigeb.ell, N_1(240.0nm), N_1(245.0nm), N_1(250.0nm), N_1(255.0nm), N_1(260.0nm), N_1(265.0nm), N_1(270.0nm), N_1(275.0nm), N_1(280.0nm), N_1(285.0nm), N_1(290.0nm), N_1(295.0nm), N_1(300.0nm), N_1(305.0nm), N_1(310.0nm), N_1(315.0nm), N_1(320.0nm), N_1(325.0nm), N_1(330.0nm), N_1(335.0nm), N_1(340.0nm), N_1(345.0nm), N_1(350.0nm), N_1(355.0nm), N_1(360.0nm), N_1(365.0nm), N_1(370.0nm), N_1(375.0nm), N_1(380.0nm), N_1(385.0nm), N_1(390.0nm), N_1(395.0nm), N_1(400.0nm), N_1(405.0nm), N_1(410.0nm), N_1(415.0nm), N_1(420.0nm), N_1(425.0nm), N_1(430.0nm), N_1(435.0nm), N_1(440.0nm), N_1(445.0nm), N_1(450.0nm), N_1(455.0nm), N_1(460.0nm), N_1(465.0nm), N_1(470.0nm), N_1(475.0nm), N_1(480.0nm), N_1(485.0nm), N_1(490.0nm), N_1(495.0nm), N_1(500.0nm), N_1(505.0nm), N_1(510.0nm), N_1(515.0nm), N_1(520.0nm), N_1(525.0nm), N_1(530.0nm), N_1(535.0nm), N_1(540.0nm), N_1(545.0nm), N_1(550.0nm), N_1(555.0nm), N_1(560.0nm), N_1(565.0nm), N_1(570.0nm), N_1(575.0nm), N_1(580.0nm), N_1(585.0nm), N_1(590.0nm), N_1(595.0nm), N_1(600.0nm), N_1(605.0nm), N_1(610.0nm), N_1(615.0nm), N_1(620.0nm), N_1(625.0nm), N_1(630.0nm), N_1(635.0nm), N_1(640.0nm), N_1(645.0nm), N_1(650.0nm), N_1(655.0nm), N_1(660.0nm), N_1(665.0nm), N_1(670.0nm), N_1(675.0nm), N_1(680.0nm), N_1(685.0nm), N_1(690.0nm), N_1(695.0nm), N_1(700.0nm), N_1(705.0nm), N_1(710.0nm), N_1(715.0nm), N_1(720.0nm), N_1(725.0nm), N_1(730.0nm), N_1(735.0nm), N_1(740.0nm), N_1(745.0nm), N_1(750.0nm), N_1(755.0nm), N_1(760.0nm), N_1(765.0nm), N_1(770.0nm), N_1(775.0nm), N_1(780.0nm), K_1(250.0nm), K_1(255.0nm), K_1(260.0nm), K_1(265.0nm), K_1(270.0nm), K_1(275.0nm), K_1(280.0nm), K_1(285.0nm), K_1(290.0nm), K_1(295.0nm), K_1(300.0nm), K_1(305.0nm), K_1(310.0nm), K_1(315.0nm), K_1(320.0nm), K_1(325.0nm), K_1(330.0nm), K_1(335.0nm), K_1(340.0nm), K_1(345.0nm), K_1(350.0nm), K_1(355.0nm), K_1(360.0nm), K_1(365.0nm), K_1(370.0nm), K_1(375.0nm), K_1(380.0nm), K_1(385.0nm), K_1(390.0nm), K_1(395.0nm), K_1(400.0nm), K_1(405.0nm), K_1(410.0nm), K_1(415.0nm), K_1(420.0nm), K_1(425.0nm), K_1(430.0nm), K_1(435.0nm), K_1(440.0nm), K_1(445.0nm), K_1(450.0nm), K_1(455.0nm), K_1(460.0nm), K_1(465.0nm), K_1(470.0nm), K_1(475.0nm), K_1(480.0nm), K_1(485.0nm), K_1(490.0nm), K_1(495.0nm), K_1(500.0nm), K_1(505.0nm), K_1(510.0nm), K_1(515.0nm), K_1(520.0nm), K_1(525.0nm), K_1(530.0nm), K_1(535.0nm), K_1(540.0nm), K_1(545.0nm), K_1(550.0nm), K_1(555.0nm), K_1(560.0nm), K_1(565.0nm), K_1(570.0nm), K_1(575.0nm), K_1(580.0nm), K_1(585.0nm), K_1(590.0nm), K_1(595.0nm), K_1(600.0nm), K_1(605.0nm), K_1(610.0nm), K_1(615.0nm), K_1(620.0nm), K_1(625.0nm), K_1(630.0nm), K_1(635.0nm), K_1(640.0nm), K_1(645.0nm), K_1(650.0nm), K_1(655.0nm), K_1(660.0nm), K_1(665.0nm), K_1(670.0nm), K_1(675.0nm), K_1(680.0nm), K_1(685.0nm), K_1(690.0nm), K_1(695.0nm), K_1(700.0nm), K_1(705.0nm), K_1(710.0nm), K_1(715.0nm), K_1(720.0nm), K_1(725.0nm), K_1(730.0nm), K_1(735.0nm), K_1(740.0nm), K_1(745.0nm), K_1(750.0nm), K_1(755.0nm), K_1(760.0nm), K_1(765.0nm), K_1(770.0nm), K_1(775.0nm), K_1(780.0nm)
13,10,500,820,150,333.99,327.85,34.981,38.54,2.98E+20,320.54,1.72257,1.73974,1.79455,1.8944,2.01444,2.14191,2.32543,2.62842,3.05542,3.5336,3.96058,4.27217,4.46386,4.56625,4.61473,4.63585,4.6463,4.65568,4.66924,4.6896,4.71783,4.75399,4.79746,4.84705,4.90117,4.95791,5.01511,5.07061,5.12236,5.16866,5.20838,5.24111,5.26726,5.28808,5.30554,5.32184,5.33852,5.35515,5.36834,5.37228,5.36111,5.33141,5.28374,5.22235,5.1532,5.08169,5.01151,4.94466,4.88197,4.82356,4.76925,4.71871,4.67159,4.62754,4.58626,4.54748,4.51097,4.47651,4.44394,4.41309,4.38382,4.35603,4.32958,4.3044,4.28039,4.25747,4.23558,4.21464,4.19459,4.17539,4.15698,4.13932,4.12235,4.10605,4.09038,4.0753,4.06078,4.04679,4.03331,4.0203,4.00775,3.99563,3.98392,3.9726,3.96166,3.95107,3.94082,3.93089,3.92128,3.91195,3.90292,3.89415,3.88564,3.87738,3.86936,3.86156,3.85399,3.84663,3.83946,3.8325,3.82572,3.81912,3.81269,3.80643,3.80033,3.79438,3.78858,3.78293,3.77742,3.54893,3.71222,3.86524,4.04022,4.26344,4.49103,4.62983,4.60751,4.42668,4.15284,3.86031,3.59549,3.37473,3.19735,3.0563,2.94346,2.85145,2.77403,2.70609,2.64337,2.58237,2.52022,2.45466,2.38406,2.30746,2.22459,2.13587,2.04237,1.94562,1.84744,1.74962,1.65355,1.55977,1.46745,1.37409,1.27593,1.16952,1.05405,0.93263,0.81154,0.69813,0.59815,0.51405,0.44526,0.38952,0.34419,0.30689,0.27574,0.24934,0.22665,0.20693,0.18961,0.17428,0.16062,0.14838,0.13736,0.1274,0.11837,0.11014,0.10264,0.09578,0.08949,0.0837,0.07838,0.07347,0.06893,0.06473,0.06084,0.05722,0.05385,0.05072,0.04779,0.04505,0.04249,0.04009,0.03783,0.03571,0.03371,0.03183,0.03006,0.02838,0.02679,0.02528,0.02385,0.02249,0.0212,0.01997,0.0188,0.01768,0.01661,0.01559,0.01461,0.01367,0.01277,0.0119,0.01107,0.01027,0.00949,0.00875,0.00803,0.00733,0.00666,0.00601,0.00539,0.00484,0.0043,0.00377
1,11,425,560,175,165.888,161.7,24.044,30.4,1.51E+21,165.292,1.83821,1.83959,1.86299,1.9384,2.08563,2.25464,2.42814,2.69182,3.09399,3.57666,4.01781,4.33415,4.52521,4.63143,4.6911,4.72873,4.75782,4.78527,4.81443,4.84674,4.88265,4.92203,4.96448,5.0094,5.05612,5.10391,5.152,5.19962,5.24591,5.29001,5.3309,5.36748,5.39841,5.42211,5.43663,5.4396,5.42845,5.40091,5.3562,5.29621,5.22563,5.15025,5.07478,5.0018,4.93232,4.86668,4.80503,4.74744,4.69385,4.6441,4.59793,4.55503,4.51506,4.47772,4.4427,4.40974,4.37863,4.34917,4.32118,4.29455,4.26914,4.24485,4.2216,4.19931,4.17792,4.15737,4.1376,4.11858,4.10026,4.0826,4.06556,4.04913,4.03326,4.01793,4.00312,3.9888,3.97494,3.96153,3.94856,3.93599,3.92381,3.91201,3.90057,3.88947,3.87871,3.86826,3.85812,3.84827,3.8387,3.8294,3.82036,3.81157,3.80302,3.7947,3.7866,3.77872,3.77105,3.76357,3.75629,3.74919,3.74227,3.73552,3.72894,3.72252,3.71625,3.71014,3.70417,3.69834,3.69264,3.55114,3.74434,3.93208,4.08327,4.26125,4.47812,4.63978,4.64241,4.46772,4.19146,3.9022,3.6463,3.43404,3.2604,3.11679,2.99529,2.88956,2.79471,2.70704,2.62371,2.54252,2.46177,2.38013,2.29652,2.2101,2.12015,2.0261,1.92745,1.82379,1.71477,1.60019,1.47998,1.35444,1.22444,1.09192,0.96034,0.8347,0.72055,0.62193,0.53982,0.47246,0.41705,0.37112,0.33289,0.301,0.27433,0.25186,0.23273,0.21623,0.20176,0.18889,0.17729,0.16672,0.157,0.14799,0.13962,0.1318,0.12448,0.11762,0.11119,0.10515,0.09948,0.09416,0.08916,0.08447,0.08006,0.07592,0.07203,0.06838,0.06495,0.06173,0.0587,0.05586,0.05319,0.05067,0.04831,0.04608,0.04399,0.04202,0.04016,0.03842,0.03677,0.03521,0.03374,0.03236,0.03105,0.02982,0.02865,0.02755,0.0265,0.02551,0.02458,0.02369,0.02285,0.02205,0.02129,0.02057,0.01989,0.01924,0.01863,0.01804,0.01748,0.01695,0.01648,0.01619,0.01591,0.01565
5,11,425,560,175,165.052,160.28,24.228,30.62,1.46E+21,163.752,1.83382,1.83649,1.86094,1.93646,2.08244,2.25035,2.4243,2.68913,3.09191,3.57433,4.01511,4.3316,4.52309,4.62956,4.68919,4.72653,4.75518,4.78218,4.81093,4.84294,4.87868,4.91805,4.96064,5.00584,5.05295,5.1012,5.14976,5.19779,5.2444,5.28865,5.32955,5.36598,5.39668,5.42016,5.43462,5.43785,5.42736,5.40085,5.3573,5.29831,5.22836,5.15331,5.07796,5.00502,4.93556,4.86993,4.80827,4.75064,4.697,4.64718,4.60092,4.55791,4.51783,4.48037,4.44524,4.41217,4.38095,4.35138,4.32331,4.29659,4.2711,4.24674,4.22342,4.20108,4.17964,4.15904,4.13924,4.12019,4.10184,4.08415,4.0671,4.05065,4.03477,4.01944,4.00462,3.99029,3.97644,3.96303,3.95006,3.9375,3.92533,3.91353,3.9021,3.89101,3.88026,3.86982,3.85969,3.84985,3.8403,3.83101,3.82199,3.81321,3.80467,3.79637,3.78829,3.78042,3.77276,3.7653,3.75803,3.75095,3.74405,3.73731,3.73075,3.72434,3.71809,3.71199,3.70604,3.70022,3.69454,3.55138,3.7432,3.9302,4.08238,4.26169,4.47881,4.63982,4.64193,4.46741,4.19154,3.9023,3.64607,3.43342,3.25949,3.11579,2.99441,2.88897,2.79456,2.70742,2.62466,2.54403,2.46378,2.38253,2.29919,2.21288,2.12291,2.02872,1.92989,1.82606,1.71699,1.60254,1.48272,1.3578,1.22858,1.0968,0.96568,0.84002,0.72539,0.62608,0.54328,0.47535,0.41949,0.37318,0.33462,0.30243,0.27547,0.25274,0.23337,0.21665,0.20201,0.18898,0.17725,0.16657,0.15676,0.14769,0.13927,0.13141,0.12407,0.11719,0.11075,0.10471,0.09904,0.09373,0.08874,0.08406,0.07966,0.07554,0.07167,0.06803,0.06462,0.06141,0.0584,0.05557,0.05291,0.05042,0.04806,0.04585,0.04377,0.04181,0.03997,0.03823,0.03659,0.03504,0.03358,0.03221,0.03091,0.02968,0.02851,0.02742,0.02638,0.02539,0.02446,0.02357,0.02273,0.02194,0.02118,0.02046,0.01978,0.01913,0.01851,0.01793,0.01737,0.01683,0.01636,0.01606,0.01579,0.01552
13,11,425,560,175,162.524,156.19,24.949,31.14,1.40E+21,159.904,1.82472,1.83081,1.85944,1.93681,2.07982,2.24563,2.42203,2.68812,3.08815,3.56652,4.00541,4.32231,4.51474,4.62161,4.68097,4.71762,4.74544,4.77164,4.79976,4.83137,4.86695,4.9064,4.94927,4.99489,5.04247,5.09115,5.13999,5.18806,5.2344,5.27806,5.3181,5.35354,5.38336,5.40639,5.42119,5.42589,5.41815,5.39544,5.35606,5.30076,5.23348,5.16001,5.08547,5.0129,4.94363,4.87811,4.81654,4.75896,4.70531,4.65541,4.60902,4.56582,4.52551,4.48778,4.45235,4.41899,4.38747,4.35761,4.32925,4.30225,4.27651,4.25191,4.22838,4.20583,4.18421,4.16345,4.14349,4.1243,4.10583,4.08804,4.0709,4.05436,4.03841,4.02301,4.00813,3.99376,3.97987,3.96643,3.95342,3.94084,3.92865,3.91684,3.9054,3.89431,3.88355,3.87311,3.86298,3.85315,3.8436,3.83432,3.8253,3.81654,3.80802,3.79973,3.79166,3.78381,3.77617,3.76872,3.76147,3.75441,3.74752,3.74081,3.73426,3.72788,3.72165,3.71557,3.70963,3.70384,3.69818,3.55097,3.73858,3.92261,4.07694,4.25714,4.47106,4.62904,4.63159,4.45985,4.18618,3.89765,3.64127,3.42833,3.25437,3.111,2.99026,2.88572,2.79236,2.70633,2.62463,2.54496,2.46549,2.3848,2.30179,2.21564,2.12571,2.03159,1.933,1.82976,1.72182,1.60914,1.49177,1.36984,1.24382,1.11485,0.98547,0.86004,0.74419,0.64278,0.55771,0.48774,0.4302,0.38255,0.34286,0.30966,0.28177,0.25817,0.238,0.22053,0.20519,0.19156,0.17929,0.16815,0.15794,0.14854,0.13983,0.13174,0.12421,0.11719,0.11063,0.10449,0.09876,0.09339,0.08836,0.08366,0.07925,0.07512,0.07124,0.06762,0.06421,0.06102,0.05802,0.05521,0.05257,0.05009,0.04775,0.04556,0.0435,0.04155,0.03972,0.038,0.03637,0.03484,0.03339,0.03203,0.03074,0.02952,0.02836,0.02727,0.02623,0.02525,0.02433,0.02344,0.02261,0.02181,0.02106,0.02034,0.01966,0.019,0.01839,0.01779,0.01723,0.01669,0.01622,0.01595,0.01569,0.01544
1,12,350,690,175,187.944,179.44,29.581,34.38,6.93E+20,182.563,1.77943,1.80175,1.8464,1.92599,2.05094,2.2134,2.41331,2.69383,3.09761,3.58933,4.04554,4.36555,4.54589,4.6339,4.67395,4.69369,4.70794,4.72403,4.74537,4.77326,4.80788,4.84873,4.8949,4.94516,4.99806,5.05202,5.1054,5.15662,5.20431,5.2474,5.28525,5.3177,5.34504,5.3679,5.38693,5.40224,5.41255,5.41448,5.40274,5.37251,5.32278,5.25749,5.18341,5.10689,5.03215,4.96135,4.8953,4.83407,4.77737,4.72483,4.67601,4.63053,4.58802,4.54817,4.51071,4.4754,4.44204,4.41046,4.38051,4.35206,4.32498,4.29918,4.27457,4.25107,4.22859,4.20709,4.18649,4.16674,4.1478,4.12961,4.11213,4.09532,4.07916,4.06359,4.04859,4.03414,4.0202,4.00675,3.99376,3.98121,3.96909,3.95736,3.94602,3.93505,3.92442,3.91412,3.90415,3.89448,3.88509,3.87599,3.86716,3.85858,3.85025,3.84215,3.83428,3.82663,3.81919,3.81195,3.8049,3.79804,3.79136,3.78484,3.7785,3.77232,3.76629,3.76041,3.75467,3.74907,3.74361,3.56791,3.73912,3.92069,4.09954,4.2905,4.49488,4.64946,4.65205,4.46512,4.16538,3.85497,3.58684,3.37115,3.20075,3.06497,2.95425,2.86098,2.77929,2.70463,2.63344,2.56293,2.49093,2.4158,2.33646,2.25231,2.16327,2.06969,1.97227,1.87194,1.76961,1.666,1.56132,1.45502,1.34566,1.23118,1.11003,0.98308,0.85529,0.73451,0.62791,0.53884,0.46675,0.40896,0.36238,0.32434,0.29275,0.26609,0.24325,0.22341,0.20598,0.19052,0.1767,0.16425,0.153,0.14277,0.13344,0.12491,0.11709,0.1099,0.10328,0.09717,0.09153,0.08631,0.08147,0.07698,0.07281,0.06893,0.06531,0.06194,0.05879,0.05585,0.0531,0.05052,0.0481,0.04583,0.04369,0.04168,0.03979,0.038,0.03632,0.03473,0.03322,0.03179,0.03044,0.02915,0.02793,0.02677,0.02567,0.02462,0.02362,0.02266,0.02174,0.02087,0.02003,0.01923,0.01846,0.01772,0.01701,0.01633,0.01567,0.01504,0.01443,0.01384,0.0133,0.01289,0.0125,0.01213
5,12,350,690,175,188.448,179.56,29.79,34.91,6.76E+20,182.505,1.77777,1.80088,1.84659,1.92656,2.05066,2.21324,2.41474,2.69571,3.09894,3.59103,4.04825,4.36843,4.5479,4.63463,4.67346,4.69222,4.70574,4.72135,4.74241,4.77019,4.80483,4.84579,4.89213,4.94257,4.99565,5.04973,5.10315,5.15432,5.20186,5.24471,5.28228,5.31446,5.34163,5.36453,5.3839,5.39994,5.41141,5.41485,5.40479,5.37612,5.32751,5.26279,5.18878,5.11203,5.03696,4.96585,4.89954,4.8381,4.78125,4.72857,4.67964,4.63405,4.59143,4.55148,4.51391,4.4785,4.44505,4.41337,4.38333,4.3548,4.32764,4.30178,4.2771,4.25354,4.23102,4.20947,4.18883,4.16904,4.15007,4.13185,4.11435,4.09752,4.08133,4.06575,4.05074,4.03628,4.02233,4.00887,3.99588,3.98333,3.9712,3.95947,3.94813,3.93716,3.92653,3.91624,3.90627,3.8966,3.88722,3.87812,3.86929,3.86072,3.8524,3.84431,3.83644,3.8288,3.82136,3.81413,3.80708,3.80023,3.79355,3.78705,3.78071,3.77453,3.76851,3.76264,3.75691,3.75131,3.74586,3.56884,3.73917,3.92055,4.10069,4.29171,4.49483,4.6491,4.65207,4.4645,4.16324,3.85155,3.58284,3.36718,3.19716,3.06196,2.95189,2.85929,2.77822,2.70412,2.63341,2.56328,2.49156,2.41662,2.33739,2.25332,2.16435,2.07088,1.97368,1.8737,1.77193,1.66909,1.56536,1.46013,1.35185,1.23828,1.11765,0.99066,0.86221,0.74031,0.63242,0.54218,0.4692,0.4108,0.36382,0.3255,0.29371,0.26689,0.2439,0.22392,0.20637,0.19079,0.17687,0.16434,0.15301,0.14272,0.13334,0.12477,0.11692,0.1097,0.10307,0.09695,0.0913,0.08608,0.08124,0.07676,0.07259,0.06872,0.06511,0.06175,0.05861,0.05567,0.05293,0.05036,0.04795,0.04568,0.04356,0.04155,0.03967,0.03789,0.03621,0.03462,0.03312,0.03169,0.03034,0.02906,0.02785,0.02669,0.02559,0.02454,0.02353,0.02258,0.02166,0.02079,0.01995,0.01914,0.01837,0.01763,0.01692,0.01624,0.01558,0.01494,0.01433,0.01374,0.0132,0.01279,0.01239,0.01201
13,12,350,690,175,186.708,179.35,30.455,35.21,6.33E+20,180.224,1.77511,1.79969,1.84723,1.92786,2.05037,2.21355,2.41826,2.69894,3.09933,3.59062,4.04905,4.36942,4.54732,4.63171,4.66823,4.68509,4.6972,4.71186,4.73235,4.75988,4.79452,4.83567,4.8823,4.93307,4.98643,5.04068,5.09412,5.14512,5.1923,5.23464,5.27165,5.30335,5.33032,5.35348,5.37381,5.39169,5.40595,5.41305,5.40716,5.38254,5.33714,5.27436,5.20107,5.12423,5.04868,4.97701,4.91021,4.84838,4.79121,4.73827,4.68909,4.64326,4.6004,4.5602,4.52239,4.48673,4.45303,4.42112,4.39085,4.36209,4.33473,4.30867,4.28382,4.26009,4.23742,4.21573,4.19496,4.17506,4.15598,4.13767,4.12008,4.10318,4.08692,4.07128,4.05622,4.0417,4.02771,4.01421,4.00119,3.98861,3.97646,3.96471,3.95335,3.94236,3.93172,3.92141,3.91143,3.90175,3.89237,3.88327,3.87444,3.86586,3.85753,3.84945,3.84158,3.83394,3.82651,3.81927,3.81224,3.80539,3.79871,3.79222,3.78588,3.77971,3.7737,3.76783,3.76211,3.75652,3.75107,3.56852,3.73697,3.91778,4.09999,4.28979,4.48915,4.6425,4.64689,4.4592,4.15593,3.8424,3.57296,3.3576,3.18856,3.05469,2.9461,2.85499,2.77535,2.70254,2.63295,2.56376,2.49278,2.41842,2.33964,2.25596,2.16741,2.07449,1.97808,1.87924,1.77903,1.67819,1.57685,1.47429,1.36867,1.25742,1.13829,1.01157,0.88193,0.75762,0.64671,0.55354,0.47816,0.41799,0.36976,0.33053,0.29802,0.27059,0.24705,0.22658,0.20856,0.19256,0.17826,0.16539,0.15376,0.14321,0.13361,0.12485,0.11684,0.1095,0.10275,0.09654,0.09081,0.08553,0.08064,0.07611,0.07191,0.06801,0.06438,0.061,0.05785,0.05491,0.05215,0.04958,0.04716,0.04489,0.04276,0.04075,0.03886,0.03708,0.03539,0.0338,0.03229,0.03087,0.02951,0.02822,0.027,0.02584,0.02473,0.02367,0.02266,0.02169,0.02077,0.01989,0.01904,0.01823,0.01745,0.0167,0.01598,0.01528,0.01461,0.01396,0.01334,0.01274,0.01219,0.01181,0.01144,0.01108
1,13,425,820,175,303.538,295.86,33.686,37.78,4.05E+20,293.341,1.72774,1.7447,1.81102,1.92216,2.04317,2.16899,2.35755,2.66411,3.08717,3.56131,3.98911,4.30154,4.4915,4.59157,4.6389,4.66043,4.67246,4.68406,4.69995,4.72236,4.75203,4.78878,4.8318,4.87984,4.93128,4.9843,5.03694,5.08729,5.13365,5.1747,5.20971,5.23859,5.26201,5.2813,5.29824,5.31461,5.33134,5.34738,5.35909,5.36089,5.34741,5.31568,5.26646,5.20403,5.13431,5.06259,4.99246,4.92584,4.86346,4.80541,4.75147,4.70131,4.65454,4.61084,4.56988,4.5314,4.49517,4.46097,4.42864,4.39801,4.36895,4.34134,4.31507,4.29004,4.26617,4.24338,4.2216,4.20076,4.1808,4.16168,4.14333,4.12572,4.10881,4.09255,4.0769,4.06185,4.04734,4.03336,4.01988,4.00687,3.99431,3.98218,3.97045,3.95911,3.94814,3.93752,3.92724,3.91728,3.90762,3.89826,3.88918,3.88037,3.87181,3.8635,3.85543,3.84759,3.83996,3.83254,3.82533,3.81831,3.81147,3.80481,3.79833,3.79201,3.78585,3.77985,3.77399,3.76828,3.76271,3.56445,3.72627,3.87373,4.0504,4.27494,4.49646,4.62995,4.60882,4.42943,4.15361,3.85905,3.59422,3.37481,3.19889,3.05861,2.94545,2.85196,2.772,2.70059,2.63374,2.5682,2.50142,2.43146,2.35701,2.27739,2.19258,2.10313,2.01013,1.915,1.8193,1.72446,1.63136,1.54003,1.44926,1.35643,1.25807,1.15138,1.03616,0.91574,0.79631,0.68494,0.58712,0.50514,0.43832,0.38434,0.34053,0.30453,0.27451,0.24908,0.22723,0.20824,0.19156,0.1768,0.16364,0.15185,0.14123,0.13163,0.12292,0.11499,0.10775,0.10113,0.09506,0.08948,0.08434,0.0796,0.07521,0.07115,0.06739,0.0639,0.06064,0.05762,0.05479,0.05215,0.04968,0.04736,0.04519,0.04315,0.04123,0.03943,0.03772,0.03611,0.03459,0.03316,0.03179,0.0305,0.02928,0.02811,0.027,0.02595,0.02494,0.02398,0.02306,0.02218,0.02134,0.02054,0.01977,0.01903,0.01831,0.01763,0.01697,0.01634,0.01572,0.01513,0.01453,0.01382,0.01312,0.01245
5,13,425,820,175,304.09,296.78,33.834,38.04,3.99E+20,293.75,1.72669,1.74335,1.81042,1.92263,2.04354,2.16853,2.35724,2.66473,3.08852,3.56288,3.9906,4.30282,4.49249,4.59219,4.63916,4.66035,4.67209,4.68345,4.69915,4.72142,4.75098,4.78765,4.83061,4.87859,4.92997,4.98291,5.03545,5.08567,5.13188,5.17277,5.20762,5.23635,5.25966,5.2789,5.29588,5.31243,5.32952,5.34619,5.35883,5.36183,5.34963,5.31899,5.27045,5.20829,5.13853,5.0666,4.99619,4.92929,4.86665,4.80837,4.75424,4.7039,4.65698,4.61315,4.57207,4.53349,4.49717,4.46289,4.43049,4.39979,4.37067,4.34301,4.31669,4.29162,4.2677,4.24488,4.22306,4.20219,4.1822,4.16305,4.14468,4.12705,4.11012,4.09384,4.07818,4.0631,4.04858,4.03459,4.02109,4.00807,3.9955,3.98335,3.97161,3.96026,3.94928,3.93866,3.92836,3.91839,3.90873,3.89936,3.89027,3.88145,3.87289,3.86458,3.8565,3.84865,3.84102,3.83359,3.82637,3.81935,3.81251,3.80584,3.79935,3.79303,3.78687,3.78086,3.775,3.76929,3.76371,3.5651,3.7268,3.87346,4.05042,4.27596,4.49782,4.63088,4.60912,4.42922,4.15302,3.85817,3.59316,3.3737,3.19783,3.05765,2.94465,2.85133,2.77154,2.70031,2.63362,2.56823,2.50158,2.43173,2.35739,2.27789,2.19321,2.10393,2.01114,1.91629,1.82094,1.72652,1.63393,1.5432,1.45309,1.36098,1.26334,1.15723,1.04227,0.92164,0.80153,0.68919,0.59039,0.50756,0.44009,0.38564,0.3415,0.30528,0.27509,0.24954,0.2276,0.20854,0.19182,0.17702,0.16384,0.15202,0.14139,0.13177,0.12305,0.11511,0.10787,0.10125,0.09517,0.08959,0.08445,0.07971,0.07533,0.07127,0.06751,0.06401,0.06076,0.05774,0.05491,0.05227,0.0498,0.04749,0.04532,0.04328,0.04136,0.03956,0.03785,0.03625,0.03473,0.03329,0.03193,0.03064,0.02941,0.02825,0.02714,0.02608,0.02508,0.02412,0.0232,0.02232,0.02148,0.02068,0.01991,0.01916,0.01845,0.01777,0.01711,0.01647,0.01586,0.01527,0.01467,0.01394,0.01323,0.01253
13,13,425,820,175,300.074,291.88,34.247,38.31,3.80E+20,289.965,1.72512,1.74115,1.81043,1.92568,2.04641,2.16993,2.35956,2.66805,3.09104,3.56387,3.99067,4.30233,4.49127,4.59004,4.63606,4.65642,4.66751,4.67838,4.69374,4.71577,4.74515,4.78166,4.82443,4.87216,4.92319,4.97567,5.02762,5.07715,5.1226,5.16272,5.19686,5.22504,5.24803,5.26729,5.28472,5.30224,5.32094,5.33999,5.35587,5.36284,5.35473,5.32751,5.28116,5.21994,5.15021,5.07783,5.00681,4.93926,4.87604,4.81724,4.76265,4.7119,4.66462,4.62045,4.57907,4.5402,4.50361,4.46908,4.43644,4.40553,4.37621,4.34836,4.32187,4.29664,4.27257,4.24961,4.22766,4.20667,4.18657,4.16731,4.14885,4.13112,4.1141,4.09774,4.082,4.06686,4.05227,4.03821,4.02466,4.01158,3.99895,3.98676,3.97497,3.96357,3.95255,3.94188,3.93155,3.92154,3.91184,3.90244,3.89332,3.88446,3.87587,3.86753,3.85942,3.85154,3.84388,3.83644,3.82919,3.82214,3.81527,3.80859,3.80208,3.79573,3.78955,3.78352,3.77765,3.77191,3.76632,3.56511,3.72613,3.87037,4.04771,4.27401,4.49453,4.62586,4.60364,4.42395,4.14774,3.85273,3.58774,3.36855,3.19317,3.05359,2.94123,2.84853,2.7693,2.69856,2.63228,2.56721,2.50084,2.43125,2.3572,2.27808,2.19392,2.10537,2.01356,1.91998,1.8262,1.73362,1.64313,1.55469,1.46698,1.37729,1.28189,1.1775,1.06321,0.94179,0.8195,0.70423,0.60244,0.51707,0.44763,0.39173,0.34652,0.3095,0.27868,0.25262,0.23027,0.21085,0.19382,0.17876,0.16535,0.15334,0.14253,0.13277,0.12392,0.11588,0.10854,0.10183,0.09569,0.09005,0.08485,0.08006,0.07564,0.07155,0.06776,0.06423,0.06096,0.05791,0.05506,0.05241,0.04992,0.04759,0.04541,0.04336,0.04143,0.03961,0.0379,0.03628,0.03475,0.03331,0.03194,0.03064,0.02941,0.02823,0.02712,0.02606,0.02504,0.02408,0.02315,0.02227,0.02142,0.02061,0.01984,0.01909,0.01838,0.01769,0.01702,0.01638,0.01577,0.01517,0.01457,0.01382,0.0131,0.0124
