site,wafer,time_dep,geh4,b2h6,th_sigeb.xrr,th_sigeb.xrd,xge.xrd,xge.sims,b_conc.sims,th_sigeb.ell, N_1(240.0nm), N_1(245.0nm), N_1(250.0nm), N_1(255.0nm), N_1(260.0nm), N_1(265.0nm), N_1(270.0nm), N_1(275.0nm), N_1(280.0nm), N_1(285.0nm), N_1(290.0nm), N_1(295.0nm), N_1(300.0nm), N_1(305.0nm), N_1(310.0nm), N_1(315.0nm), N_1(320.0nm), N_1(325.0nm), N_1(330.0nm), N_1(335.0nm), N_1(340.0nm), N_1(345.0nm), N_1(350.0nm), N_1(355.0nm), N_1(360.0nm), N_1(365.0nm), N_1(370.0nm), N_1(375.0nm), N_1(380.0nm), N_1(385.0nm), N_1(390.0nm), N_1(395.0nm), N_1(400.0nm), N_1(405.0nm), N_1(410.0nm), N_1(415.0nm), N_1(420.0nm), N_1(425.0nm), N_1(430.0nm), N_1(435.0nm), N_1(440.0nm), N_1(445.0nm), N_1(450.0nm), N_1(455.0nm), N_1(460.0nm), N_1(465.0nm), N_1(470.0nm), N_1(475.0nm), N_1(480.0nm), N_1(485.0nm), N_1(490.0nm), N_1(495.0nm), N_1(500.0nm), N_1(505.0nm), N_1(510.0nm), N_1(515.0nm), N_1(520.0nm), N_1(525.0nm), N_1(530.0nm), N_1(535.0nm), N_1(540.0nm), N_1(545.0nm), N_1(550.0nm), N_1(555.0nm), N_1(560.0nm), N_1(565.0nm), N_1(570.0nm), N_1(575.0nm), N_1(580.0nm), N_1(585.0nm), N_1(590.0nm), N_1(595.0nm), N_1(600.0nm), N_1(605.0nm), N_1(610.0nm), N_1(615.0nm), N_1(620.0nm), N_1(625.0nm), N_1(630.0nm), N_1(635.0nm), N_1(640.0nm), N_1(645.0nm), N_1(650.0nm), N_1(655.0nm), N_1(660.0nm), N_1(665.0nm), N_1(670.0nm), N_1(675.0nm), N_1(680.0nm), N_1(685.0nm), N_1(690.0nm), N_1(695.0nm), N_1(700.0nm), N_1(705.0nm), N_1(710.0nm), N_1(715.0nm), N_1(720.0nm), N_1(725.0nm), N_1(730.0nm), N_1(735.0nm), N_1(740.0nm), N_1(745.0nm), N_1(750.0nm), N_1(755.0nm), N_1(760.0nm), N_1(765.0nm), N_1(770.0nm), N_1(775.0nm), N_1(780.0nm), K_1(250.0nm), K_1(255.0nm), K_1(260.0nm), K_1(265.0nm), K_1(270.0nm), K_1(275.0nm), K_1(280.0nm), K_1(285.0nm), K_1(290.0nm), K_1(295.0nm), K_1(300.0nm), K_1(305.0nm), K_1(310.0nm), K_1(315.0nm), K_1(320.0nm), K_1(325.0nm), K_1(330.0nm), K_1(335.0nm), K_1(340.0nm), K_1(345.0nm), K_1(350.0nm), K_1(355.0nm), K_1(360.0nm), K_1(365.0nm), K_1(370.0nm), K_1(375.0nm), K_1(380.0nm), K_1(385.0nm), K_1(390.0nm), K_1(395.0nm), K_1(400.0nm), K_1(405.0nm), K_1(410.0nm), K_1(415.0nm), K_1(420.0nm), K_1(425.0nm), K_1(430.0nm), K_1(435.0nm), K_1(440.0nm), K_1(445.0nm), K_1(450.0nm), K_1(455.0nm), K_1(460.0nm), K_1(465.0nm), K_1(470.0nm), K_1(475.0nm), K_1(480.0nm), K_1(485.0nm), K_1(490.0nm), K_1(495.0nm), K_1(500.0nm), K_1(505.0nm), K_1(510.0nm), K_1(515.0nm), K_1(520.0nm), K_1(525.0nm), K_1(530.0nm), K_1(535.0nm), K_1(540.0nm), K_1(545.0nm), K_1(550.0nm), K_1(555.0nm), K_1(560.0nm), K_1(565.0nm), K_1(570.0nm), K_1(575.0nm), K_1(580.0nm), K_1(585.0nm), K_1(590.0nm), K_1(595.0nm), K_1(600.0nm), K_1(605.0nm), K_1(610.0nm), K_1(615.0nm), K_1(620.0nm), K_1(625.0nm), K_1(630.0nm), K_1(635.0nm), K_1(640.0nm), K_1(645.0nm), K_1(650.0nm), K_1(655.0nm), K_1(660.0nm), K_1(665.0nm), K_1(670.0nm), K_1(675.0nm), K_1(680.0nm), K_1(685.0nm), K_1(690.0nm), K_1(695.0nm), K_1(700.0nm), K_1(705.0nm), K_1(710.0nm), K_1(715.0nm), K_1(720.0nm), K_1(725.0nm), K_1(730.0nm), K_1(735.0nm), K_1(740.0nm), K_1(745.0nm), K_1(750.0nm), K_1(755.0nm), K_1(760.0nm), K_1(765.0nm), K_1(770.0nm), K_1(775.0nm), K_1(780.0nm)
1,14,500,690,175,268.008,261.51,29.6,34.73,6.82E+20,260.269,1.74905,1.77967,1.84028,1.93069,2.04831,2.19817,2.40048,2.69081,3.09422,3.5735,4.01985,4.34059,4.52721,4.62114,4.66472,4.68582,4.69999,4.71529,4.73561,4.76258,4.79654,4.83709,4.88329,4.93383,4.98709,5.04128,5.09452,5.145,5.19114,5.2318,5.26641,5.2951,5.31866,5.33846,5.35602,5.37229,5.38644,5.39457,5.38995,5.36609,5.32115,5.25933,5.18788,5.11343,5.04029,4.97065,4.90535,4.84449,4.78786,4.73512,4.6859,4.63988,4.59673,4.55618,4.518,4.48197,4.44791,4.41565,4.38506,4.35602,4.32839,4.30209,4.27703,4.25311,4.23027,4.20843,4.18754,4.16753,4.14835,4.12996,4.1123,4.09534,4.07903,4.06335,4.04826,4.03372,4.01971,4.0062,3.99317,3.98059,3.96844,3.95669,3.94534,3.93436,3.92374,3.91345,3.90348,3.89382,3.88446,3.87538,3.86657,3.85802,3.84972,3.84166,3.83382,3.8262,3.81879,3.81159,3.80458,3.79776,3.79111,3.78464,3.77834,3.77219,3.7662,3.76036,3.75467,3.74911,3.74369,3.5737,3.73322,3.90162,4.08481,4.28651,4.48919,4.63252,4.63099,4.45289,4.16443,3.85973,3.59209,3.37448,3.20173,3.06409,2.95226,2.85861,2.7771,2.70298,2.63248,2.56258,2.49095,2.41582,2.33605,2.25107,2.16096,2.06633,1.96825,1.86807,1.76718,1.66663,1.56677,1.46685,1.36472,1.25702,1.14067,1.01563,0.88715,0.76434,0.65536,0.56392,0.48947,0.42931,0.38038,0.34005,0.30629,0.27762,0.25297,0.23153,0.21272,0.19609,0.18129,0.16805,0.15616,0.14543,0.13572,0.12691,0.11889,0.11157,0.10488,0.09875,0.09312,0.08794,0.08317,0.07876,0.07469,0.07092,0.06742,0.06416,0.06114,0.05832,0.05569,0.05323,0.05093,0.04877,0.04675,0.04485,0.04307,0.04138,0.0398,0.0383,0.03688,0.03554,0.03427,0.03306,0.03192,0.03083,0.0298,0.02881,0.02787,0.02697,0.02611,0.02529,0.0245,0.02375,0.02302,0.02233,0.02166,0.02101,0.02039,0.01979,0.01922,0.01866,0.01813,0.01763,0.01715,0.01668
5,14,500,690,175,268.124,260.5,29.877,35.22,6.53E+20,259.9,1.74655,1.77739,1.83922,1.93079,2.04786,2.19656,2.39925,2.6909,3.09514,3.57449,4.02067,4.3413,4.52777,4.62142,4.66462,4.6853,4.69907,4.71402,4.73405,4.7608,4.79463,4.83512,4.88131,4.93188,4.98519,5.03943,5.09269,5.14313,5.18918,5.22969,5.26409,5.29253,5.31587,5.33552,5.3531,5.36963,5.38436,5.39343,5.39007,5.36763,5.32404,5.26325,5.19242,5.11818,5.04499,4.97516,4.90961,4.84849,4.79161,4.73864,4.68923,4.64301,4.59969,4.55899,4.52067,4.48451,4.45033,4.41797,4.38729,4.35815,4.33045,4.30408,4.27895,4.25497,4.23208,4.21019,4.18926,4.16921,4.15,4.13157,4.11389,4.09691,4.08058,4.06488,4.04977,4.03521,4.02119,4.00767,3.99463,3.98204,3.96988,3.95813,3.94677,3.93578,3.92515,3.91486,3.90489,3.89523,3.88587,3.87678,3.86797,3.85942,3.85112,3.84305,3.83522,3.8276,3.82019,3.81299,3.80598,3.79915,3.79251,3.78604,3.77974,3.77359,3.76761,3.76177,3.75607,3.75052,3.7451,3.57462,3.73349,3.90083,4.08469,4.28779,4.49079,4.63342,4.63116,4.45267,4.16394,3.85894,3.59101,3.37323,3.20044,3.06288,2.95123,2.85783,2.77661,2.70279,2.63259,2.56297,2.49157,2.41663,2.337,2.25213,2.1621,2.06755,1.9696,1.86963,1.76907,1.66899,1.56978,1.47066,1.36943,1.26266,1.14712,1.02257,0.89413,0.77086,0.66102,0.56853,0.49307,0.43206,0.38246,0.34163,0.3075,0.27855,0.25369,0.23208,0.21314,0.1964,0.18152,0.16822,0.15628,0.14551,0.13578,0.12694,0.11891,0.11159,0.10489,0.09876,0.09313,0.08796,0.08319,0.0788,0.07473,0.07097,0.06747,0.06423,0.06122,0.05841,0.05578,0.05333,0.05104,0.04889,0.04688,0.04499,0.04321,0.04153,0.03995,0.03846,0.03705,0.03571,0.03445,0.03324,0.0321,0.03102,0.02999,0.029,0.02807,0.02717,0.02631,0.02549,0.02471,0.02395,0.02323,0.02254,0.02187,0.02122,0.02061,0.02001,0.01943,0.01887,0.01834,0.01782,0.01732,0.01683
13,14,500,690,175,264.394,255.71,30.427,34.69,7.04E+20,255.775,1.74552,1.77554,1.83924,1.93346,2.05036,2.19806,2.40218,2.69515,3.09949,3.5791,4.02579,4.34592,4.53077,4.62243,4.66382,4.68305,4.69577,4.71,4.72957,4.75605,4.78972,4.8301,4.87619,4.9266,4.97966,5.03354,5.08631,5.13616,5.18155,5.22138,5.25519,5.28319,5.30633,5.32614,5.34429,5.36192,5.37836,5.38992,5.38992,5.37151,5.33197,5.2744,5.2054,5.13172,5.0582,4.98763,4.92122,4.85929,4.8017,4.74812,4.69819,4.65153,4.60782,4.56677,4.52813,4.49169,4.45725,4.42465,4.39375,4.36441,4.33653,4.30999,4.2847,4.26058,4.23755,4.21554,4.19449,4.17434,4.15503,4.13652,4.11875,4.10168,4.08529,4.06952,4.05434,4.03973,4.02565,4.01208,3.99898,3.98635,3.97414,3.96235,3.95095,3.93993,3.92926,3.91894,3.90894,3.89924,3.88985,3.88074,3.8719,3.86332,3.855,3.84691,3.83905,3.83141,3.82398,3.81675,3.80972,3.80288,3.79622,3.78973,3.78341,3.77725,3.77124,3.76539,3.75968,3.75411,3.74867,3.57571,3.73431,3.89997,4.0848,4.28889,4.4909,4.63251,4.62971,4.44991,4.15922,3.85276,3.58433,3.36679,3.19468,3.05801,2.9473,2.85479,2.77437,2.70124,2.6316,2.56243,2.49139,2.41677,2.33747,2.25299,2.1635,2.06968,1.9727,1.87398,1.77495,1.67667,1.57947,1.48254,1.38358,1.27908,1.1656,1.04254,0.91445,0.78999,0.67759,0.58188,0.50331,0.43975,0.38827,0.34611,0.31105,0.28145,0.2561,0.23412,0.21487,0.19788,0.18279,0.1693,0.15721,0.14631,0.13646,0.12754,0.11942,0.11203,0.10528,0.09909,0.09343,0.08822,0.08342,0.07899,0.0749,0.07112,0.06761,0.06435,0.06132,0.0585,0.05587,0.05341,0.05111,0.04895,0.04693,0.04503,0.04324,0.04156,0.03997,0.03847,0.03705,0.03571,0.03444,0.03323,0.03208,0.03099,0.02995,0.02896,0.02802,0.02712,0.02626,0.02543,0.02464,0.02388,0.02315,0.02245,0.02178,0.02113,0.02051,0.0199,0.01932,0.01876,0.01822,0.01767,0.01715,0.01664
1,15,425,690,150,203.796,201.9,30.7,35.13,5.06E+20,196.566,1.76037,1.78988,1.84393,1.92668,2.04423,2.20409,2.41391,2.70228,3.10859,3.60548,4.06872,4.39044,4.56638,4.64731,4.68023,4.69391,4.70348,4.71626,4.73552,4.76242,4.79698,4.83854,4.88597,4.93783,4.99241,5.04787,5.10231,5.15393,5.20122,5.24311,5.27912,5.30945,5.33494,5.35694,5.37689,5.39563,5.41216,5.42255,5.41995,5.39739,5.35224,5.28823,5.21307,5.13441,5.05743,4.98474,4.91722,4.85484,4.79722,4.74388,4.69433,4.64814,4.60495,4.56443,4.52632,4.49039,4.45646,4.42434,4.39389,4.36498,4.3375,4.31135,4.28642,4.26264,4.23993,4.21823,4.19746,4.17757,4.15852,4.14024,4.1227,4.10585,4.08965,4.07407,4.05908,4.04464,4.03072,4.01731,4.00436,3.99187,3.9798,3.96814,3.95687,3.94596,3.93541,3.92519,3.9153,3.90571,3.89641,3.8874,3.87865,3.87016,3.86192,3.85391,3.84613,3.83856,3.83121,3.82405,3.81709,3.81032,3.80372,3.79729,3.79103,3.78493,3.77898,3.77319,3.76753,3.76201,3.75663,3.58,3.74397,3.92332,4.11262,4.30989,4.51088,4.66298,4.665,4.47212,4.16196,3.84266,3.5697,3.35277,3.18349,3.05026,2.94283,2.85317,2.77509,2.70381,2.63557,2.56743,2.49712,2.42298,2.34393,2.25954,2.16993,2.07578,1.9782,1.87851,1.77803,1.67769,1.57772,1.47722,1.37395,1.26454,1.14587,1.01771,0.88508,0.75737,0.64373,0.54899,0.47301,0.41284,0.36483,0.32586,0.2936,0.26636,0.24298,0.22266,0.2048,0.18897,0.17485,0.16219,0.15079,0.14048,0.13113,0.12262,0.11487,0.10778,0.10129,0.09534,0.08986,0.08481,0.08016,0.07585,0.07186,0.06817,0.06473,0.06153,0.05856,0.05578,0.05318,0.05075,0.04847,0.04633,0.04432,0.04243,0.04064,0.03896,0.03737,0.03587,0.03444,0.03309,0.03181,0.03059,0.02943,0.02833,0.02727,0.02626,0.0253,0.02438,0.0235,0.02265,0.02184,0.02106,0.02031,0.01959,0.01889,0.01822,0.01757,0.01695,0.01634,0.01575,0.01519,0.01467,0.01416,0.01367
5,15,425,690,150,203.986,201.15,30.93,35.51,4.99E+20,196.175,1.75907,1.78921,1.84417,1.9273,2.04421,2.20409,2.41506,2.70368,3.10934,3.60613,4.06987,4.39171,4.56715,4.64729,4.67943,4.69248,4.70158,4.71405,4.73313,4.75997,4.79454,4.83617,4.88372,4.93569,4.99038,5.0459,5.10033,5.15187,5.199,5.24068,5.27644,5.30653,5.33187,5.35388,5.37408,5.39336,5.41076,5.4223,5.42096,5.39958,5.35529,5.29173,5.21668,5.13791,5.06074,4.98786,4.92018,4.85769,4.79998,4.74656,4.69693,4.65067,4.6074,4.56681,4.52863,4.49262,4.45861,4.42642,4.39591,4.36694,4.3394,4.31318,4.28821,4.26438,4.24163,4.21989,4.19908,4.17917,4.16008,4.14178,4.12422,4.10735,4.09114,4.07554,4.06054,4.04609,4.03217,4.01874,4.00579,3.99329,3.98122,3.96956,3.95828,3.94738,3.93682,3.92661,3.91671,3.90712,3.89783,3.88882,3.88007,3.87158,3.86334,3.85534,3.84756,3.84,3.83265,3.8255,3.81854,3.81177,3.80517,3.79875,3.79249,3.7864,3.78045,3.77466,3.76901,3.76349,3.75811,3.58051,3.74374,3.92279,4.11297,4.31019,4.51009,4.6618,4.66416,4.47111,4.16015,3.84012,3.56683,3.34993,3.18093,3.0481,2.94112,2.85192,2.77426,2.70335,2.63543,2.56755,2.49742,2.42339,2.34442,2.26007,2.17051,2.07646,1.97905,1.87966,1.77962,1.67989,1.58067,1.48103,1.37861,1.26992,1.15168,1.02353,0.89046,0.76195,0.64739,0.55181,0.47518,0.41455,0.36624,0.32705,0.29461,0.26722,0.24371,0.22326,0.20529,0.18935,0.17514,0.1624,0.15092,0.14055,0.13115,0.12261,0.11482,0.10771,0.1012,0.09523,0.08975,0.08469,0.08003,0.07573,0.07174,0.06804,0.06461,0.06142,0.05845,0.05567,0.05308,0.05065,0.04838,0.04624,0.04424,0.04235,0.04057,0.03889,0.0373,0.0358,0.03438,0.03303,0.03175,0.03054,0.02938,0.02827,0.02722,0.02621,0.02525,0.02433,0.02345,0.0226,0.02179,0.02101,0.02026,0.01954,0.01884,0.01816,0.01752,0.01689,0.01628,0.01569,0.01513,0.0146,0.01409,0.01361
13,15,425,690,150,202.028,199.58,31.251,35.86,4.77E+20,193.816,1.759,1.78894,1.8455,1.93043,2.04704,2.20697,2.41988,2.70878,3.1131,3.6097,4.07431,4.39595,4.56982,4.64794,4.6783,4.69002,4.69825,4.71019,4.72902,4.75578,4.79037,4.83204,4.87959,4.9315,4.98598,5.04116,5.09509,5.14602,5.19245,5.23342,5.26854,5.29817,5.32333,5.34553,5.36639,5.38682,5.40593,5.41976,5.42126,5.40301,5.36165,5.30022,5.22624,5.14764,5.0701,4.99664,4.92837,4.86534,4.8072,4.75341,4.70348,4.65696,4.61345,4.57264,4.53425,4.49806,4.46387,4.43151,4.40084,4.37172,4.34404,4.3177,4.2926,4.26866,4.24581,4.22397,4.20308,4.18308,4.16392,4.14555,4.12792,4.11099,4.09472,4.07908,4.06402,4.04953,4.03556,4.0221,4.00911,3.99657,3.98447,3.97278,3.96147,3.95054,3.93996,3.92972,3.9198,3.91019,3.90087,3.89184,3.88307,3.87457,3.86631,3.85829,3.85049,3.84291,3.83555,3.82838,3.82141,3.81463,3.80802,3.80158,3.79532,3.78921,3.78325,3.77745,3.77178,3.76626,3.76087,3.58129,3.74403,3.92214,4.11334,4.3102,4.50794,4.65886,4.66169,4.46793,4.15507,3.83355,3.55983,3.34333,3.17516,3.04332,2.93732,2.84899,2.77207,2.70173,2.63423,2.56663,2.49669,2.42279,2.34397,2.25984,2.17064,2.07717,1.9806,1.88234,1.78372,1.68566,1.58831,1.49062,1.39014,1.28322,1.16641,1.03906,0.90584,0.77605,0.65935,0.56131,0.48247,0.42011,0.37057,0.33054,0.29751,0.26969,0.24584,0.22511,0.20689,0.19074,0.17634,0.16343,0.15181,0.14131,0.1318,0.12316,0.11529,0.1081,0.10153,0.09551,0.08998,0.08489,0.0802,0.07587,0.07186,0.06814,0.06469,0.06148,0.0585,0.05571,0.0531,0.05067,0.04839,0.04624,0.04423,0.04234,0.04055,0.03886,0.03727,0.03577,0.03434,0.03299,0.0317,0.03048,0.02931,0.0282,0.02715,0.02613,0.02517,0.02424,0.02335,0.0225,0.02169,0.0209,0.02014,0.01941,0.01871,0.01804,0.01738,0.01675,0.01614,0.01554,0.01497,0.01445,0.01393,0.01344
1,16,350,820,150,243.524,238.61,34.548,38.44,3.04E+20,235.023,1.73812,1.7563,1.82597,1.93753,2.05676,2.19236,2.39586,2.70074,3.11726,3.60194,4.04665,4.36073,4.5378,4.62127,4.65487,4.66712,4.67386,4.68311,4.69865,4.72191,4.75303,4.79133,4.83564,4.8844,4.93581,4.98794,5.03886,5.0868,5.13033,5.16853,5.2011,5.22848,5.25179,5.27274,5.29327,5.31508,5.33873,5.36265,5.38236,5.39104,5.38169,5.35038,5.29841,5.23166,5.15752,5.08217,5.0094,4.94102,4.87754,4.81883,4.7645,4.71408,4.66714,4.62329,4.58221,4.54361,4.50725,4.47293,4.44048,4.40974,4.38058,4.35287,4.32651,4.3014,4.27746,4.25461,4.23278,4.21189,4.1919,4.17275,4.15439,4.13676,4.11984,4.10357,4.08793,4.07287,4.05837,4.0444,4.03093,4.01793,4.00538,3.99326,3.98155,3.97023,3.95927,3.94867,3.9384,3.92845,3.91881,3.90947,3.9004,3.8916,3.88306,3.87477,3.86671,3.85888,3.85126,3.84386,3.83665,3.82964,3.82281,3.81617,3.80969,3.80338,3.79723,3.79123,3.78539,3.77968,3.77411,3.5766,3.73848,3.89171,4.07754,4.29512,4.50388,4.64049,4.62655,4.43588,4.13731,3.82619,3.55587,3.33867,3.16855,3.03499,2.9281,2.8398,2.76373,2.69493,2.62949,2.56438,2.49729,2.4266,2.35136,2.27126,2.18662,2.09831,2.00761,1.91602,1.82499,1.73564,1.64836,1.56252,1.47619,1.38609,1.28819,1.17919,1.05864,0.93053,0.80287,0.68477,0.58277,0.49898,0.43196,0.37861,0.33574,0.30068,0.27144,0.24662,0.22522,0.20656,0.19012,0.17553,0.16251,0.15082,0.1403,0.13078,0.12216,0.11431,0.10716,0.10062,0.09462,0.08912,0.08406,0.0794,0.07509,0.0711,0.0674,0.06397,0.06078,0.0578,0.05502,0.05243,0.05,0.04772,0.04558,0.04357,0.04168,0.0399,0.03821,0.03662,0.03512,0.03369,0.03233,0.03105,0.02983,0.02866,0.02756,0.0265,0.02549,0.02452,0.0236,0.02272,0.02187,0.02105,0.02027,0.01952,0.0188,0.0181,0.01743,0.01678,0.01615,0.01555,0.01493,0.01417,0.01344,0.01274
5,16,350,820,150,244.312,239.88,34.645,38.57,2.97E+20,235.304,1.73886,1.75641,1.82556,1.93708,2.0566,2.19231,2.39568,2.70059,3.11764,3.60311,4.04819,4.36207,4.53866,4.62166,4.65486,4.66682,4.67333,4.68242,4.69784,4.72101,4.75205,4.7903,4.83457,4.8833,4.9347,4.98684,5.03778,5.08577,5.12937,5.16768,5.20039,5.22794,5.25142,5.27253,5.29319,5.31508,5.33881,5.36287,5.38292,5.39218,5.38355,5.35289,5.30132,5.23468,5.16046,5.0849,5.01191,4.94331,4.87965,4.82078,4.76632,4.7158,4.66878,4.62487,4.58374,4.5451,4.50871,4.47436,4.44188,4.41112,4.38194,4.35421,4.32783,4.30271,4.27876,4.25589,4.23405,4.21316,4.19315,4.17399,4.15562,4.13798,4.12105,4.10477,4.08912,4.07406,4.05955,4.04557,4.03209,4.01908,4.00652,3.9944,3.98268,3.97134,3.96038,3.94977,3.9395,3.92955,3.9199,3.91055,3.90147,3.89267,3.88412,3.87582,3.86776,3.85992,3.8523,3.84489,3.83768,3.83067,3.82383,3.81718,3.8107,3.80439,3.79823,3.79223,3.78638,3.78067,3.7751,3.57635,3.73878,3.89221,4.07796,4.29561,4.50477,4.64173,4.62756,4.43613,4.13682,3.82529,3.55486,3.33771,3.16771,3.0343,2.92758,2.83945,2.76355,2.69491,2.62963,2.56468,2.49776,2.42724,2.35218,2.27227,2.18782,2.09971,2.0092,1.91777,1.82688,1.73763,1.65041,1.56463,1.47839,1.38845,1.29082,1.18215,1.06181,0.93364,0.80558,0.68688,0.58425,0.49993,0.43252,0.37892,0.33589,0.30073,0.27144,0.24659,0.22519,0.20651,0.19007,0.17548,0.16245,0.15077,0.14024,0.13072,0.12208,0.11423,0.10706,0.10052,0.09451,0.089,0.08393,0.07926,0.07494,0.07094,0.06724,0.0638,0.06059,0.05761,0.05482,0.05222,0.04978,0.0475,0.04535,0.04334,0.04144,0.03965,0.03796,0.03636,0.03485,0.03341,0.03205,0.03076,0.02954,0.02837,0.02725,0.02619,0.02518,0.02421,0.02328,0.02239,0.02154,0.02072,0.01994,0.01918,0.01845,0.01775,0.01708,0.01643,0.0158,0.01519,0.01457,0.01381,0.01308,0.01237
13,16,350,820,150,239.524,232.41,34.903,38.88,2.89E+20,230.264,1.74461,1.75865,1.82602,1.93869,2.06041,2.19658,2.3989,2.70319,3.12104,3.60795,4.05343,4.36623,4.54116,4.62274,4.65499,4.66641,4.67267,4.68166,4.69702,4.72011,4.751,4.78898,4.83284,4.88105,4.93183,4.98329,5.03359,5.08105,5.12431,5.16252,5.19541,5.22339,5.24748,5.26922,5.29037,5.31247,5.33615,5.36028,5.38117,5.39251,5.38691,5.35925,5.30975,5.24396,5.16963,5.09344,5.01962,4.95021,4.88584,4.82641,4.7715,4.72064,4.67336,4.62925,4.58796,4.5492,4.51271,4.47829,4.44575,4.41492,4.38569,4.35791,4.33148,4.30631,4.28231,4.2594,4.2375,4.21656,4.19651,4.17729,4.15887,4.14118,4.12419,4.10786,4.09215,4.07703,4.06247,4.04844,4.0349,4.02184,4.00923,3.99705,3.98528,3.97389,3.96288,3.95222,3.94189,3.93189,3.92219,3.91279,3.90367,3.89482,3.88622,3.87788,3.86977,3.86189,3.85422,3.84677,3.83951,3.83245,3.82558,3.81889,3.81237,3.80601,3.79982,3.79378,3.78789,3.78214,3.77654,3.57497,3.74013,3.89364,4.07788,4.29496,4.5049,4.64269,4.62791,4.4346,4.13364,3.82151,3.5513,3.33475,3.1654,3.03254,2.92621,2.83831,2.76252,2.69389,2.62858,2.56361,2.49675,2.42644,2.35177,2.27246,2.18882,2.10169,2.01226,1.92192,1.832,1.7435,1.65679,1.57131,1.48535,1.39603,1.29965,1.19277,1.07406,0.94639,0.81729,0.69643,0.59132,0.50484,0.43582,0.38115,0.33747,0.30194,0.27246,0.24752,0.22607,0.20738,0.19093,0.17633,0.16328,0.15156,0.141,0.13143,0.12275,0.11484,0.10762,0.10101,0.09495,0.08937,0.08424,0.0795,0.07512,0.07106,0.0673,0.0638,0.06054,0.0575,0.05466,0.05201,0.04952,0.04719,0.045,0.04295,0.04101,0.03918,0.03745,0.03582,0.03428,0.03281,0.03143,0.03011,0.02886,0.02766,0.02653,0.02544,0.02441,0.02342,0.02248,0.02157,0.0207,0.01987,0.01907,0.0183,0.01756,0.01685,0.01617,0.01551,0.01487,0.01425,0.01363,0.01286,0.01212,0.0114
1,18,350,820,150,237.802,228.97,34.768,38.36,2.98E+20,228.663,1.73936,1.75684,1.82631,1.93824,2.05794,2.19359,2.39684,2.70153,3.118,3.60264,4.04722,4.36109,4.53795,4.6213,4.65485,4.66713,4.67391,4.68322,4.69881,4.7221,4.7532,4.79145,4.83566,4.88428,4.93552,4.98745,5.03817,5.08593,5.12932,5.16742,5.19997,5.22738,5.25078,5.27182,5.29242,5.31424,5.33784,5.3617,5.38148,5.39047,5.38163,5.35086,5.2993,5.23274,5.15864,5.08321,5.01033,4.94183,4.87825,4.81945,4.76505,4.71459,4.66761,4.62374,4.58263,4.54402,4.50765,4.47333,4.44087,4.41012,4.38095,4.35323,4.32686,4.30175,4.2778,4.25494,4.2331,4.21221,4.19221,4.17305,4.15467,4.13704,4.1201,4.10383,4.08817,4.0731,4.05859,4.04461,4.03112,4.01811,4.00555,3.99342,3.9817,3.97036,3.95939,3.94878,3.9385,3.92854,3.91889,3.90954,3.90046,3.89165,3.8831,3.87479,3.86672,3.85888,3.85126,3.84384,3.83663,3.8296,3.82277,3.81611,3.80963,3.80331,3.79715,3.79114,3.78528,3.77957,3.77399,3.57631,3.73869,3.89179,4.07722,4.29461,4.50339,4.64002,4.62602,4.43525,4.13664,3.82559,3.55542,3.33837,3.16836,3.03486,2.92799,2.83966,2.76353,2.69464,2.62911,2.5639,2.49675,2.42603,2.3508,2.27078,2.18627,2.09814,2.00766,1.9163,1.82548,1.7363,1.64913,1.56336,1.47708,1.38708,1.28941,1.18077,1.06059,0.93267,0.80492,0.68651,0.58412,0.49997,0.43268,0.37915,0.33617,0.30104,0.27177,0.24693,0.22552,0.20685,0.19041,0.17582,0.16279,0.1511,0.14057,0.13104,0.1224,0.11454,0.10737,0.10082,0.09481,0.0893,0.08422,0.07954,0.07522,0.07122,0.06751,0.06407,0.06086,0.05787,0.05509,0.05248,0.05004,0.04775,0.04561,0.04359,0.04169,0.0399,0.03821,0.03661,0.0351,0.03366,0.0323,0.03101,0.02979,0.02862,0.02751,0.02645,0.02543,0.02447,0.02354,0.02265,0.0218,0.02098,0.0202,0.01945,0.01872,0.01802,0.01735,0.0167,0.01608,0.01547,0.01485,0.01409,0.01336,0.01266
5,18,350,820,150,239.612,232.56,34.879,38.74,2.90E+20,229.739,1.73905,1.75577,1.82506,1.93761,2.05762,2.19249,2.39503,2.70008,3.11723,3.6017,4.04551,4.35898,4.53594,4.61952,4.65323,4.66553,4.67223,4.6814,4.69681,4.7199,4.75081,4.78889,4.83295,4.88146,4.93262,4.98451,5.03523,5.08302,5.12647,5.16467,5.19732,5.22485,5.24834,5.26944,5.29007,5.3119,5.33557,5.35969,5.38012,5.3902,5.38275,5.35335,5.3028,5.23679,5.16285,5.08733,5.01424,4.94548,4.88165,4.82263,4.76803,4.71739,4.67026,4.62626,4.58504,4.54633,4.50987,4.47547,4.44294,4.41213,4.3829,4.35513,4.32871,4.30355,4.27956,4.25666,4.23477,4.21385,4.19381,4.17462,4.15621,4.13855,4.12158,4.10528,4.0896,4.07451,4.05997,4.04597,4.03246,4.01943,4.00685,3.9947,3.98296,3.9716,3.96062,3.94999,3.93969,3.92972,3.92005,3.91068,3.90159,3.89277,3.8842,3.87589,3.86781,3.85995,3.85232,3.84489,3.83767,3.83063,3.82379,3.81712,3.81063,3.8043,3.79813,3.79212,3.78625,3.78053,3.77494,3.57541,3.73812,3.89056,4.07551,4.29355,4.50309,4.63949,4.62477,4.43394,4.13588,3.8253,3.5553,3.33823,3.16813,3.03455,2.92765,2.83934,2.7633,2.69455,2.62919,2.56421,2.4973,2.42685,2.35191,2.27218,2.18796,2.10012,2.0099,1.91879,1.8282,1.73922,1.65228,1.56679,1.48091,1.39148,1.29456,1.18673,1.06718,0.93941,0.81123,0.69194,0.5885,0.50338,0.43528,0.38115,0.33772,0.30227,0.27276,0.24774,0.2262,0.20742,0.19089,0.17623,0.16313,0.15139,0.1408,0.13123,0.12255,0.11466,0.10745,0.10087,0.09484,0.08929,0.08419,0.07949,0.07515,0.07113,0.0674,0.06393,0.06071,0.05771,0.05491,0.05229,0.04983,0.04754,0.04538,0.04335,0.04144,0.03964,0.03794,0.03633,0.03481,0.03337,0.032,0.0307,0.02947,0.0283,0.02718,0.02611,0.02509,0.02412,0.02319,0.0223,0.02144,0.02062,0.01983,0.01908,0.01835,0.01764,0.01697,0.01632,0.01569,0.01508,0.01446,0.0137,0.01296,0.01225
13,18,350,820,150,237.384,227.69,35.226,38.99,2.80E+20,227.947,1.74232,1.75538,1.8235,1.93823,2.06029,2.19391,2.39437,2.69957,3.11809,3.60249,4.0447,4.35674,4.53308,4.61651,4.65019,4.66245,4.66904,4.67802,4.69317,4.71593,4.74643,4.78401,4.82751,4.87539,4.92591,4.97717,5.02733,5.07469,5.11789,5.15606,5.18891,5.21682,5.24079,5.26235,5.28328,5.3052,5.32888,5.35342,5.3754,5.38862,5.38553,5.36049,5.31316,5.2488,5.17518,5.09919,5.02527,4.95561,4.89093,4.83117,4.77596,4.72482,4.67728,4.63293,4.59143,4.55247,4.51581,4.48122,4.44853,4.41756,4.3882,4.3603,4.33376,4.30849,4.28439,4.26138,4.2394,4.21837,4.19824,4.17895,4.16045,4.1427,4.12565,4.10926,4.09349,4.07832,4.0637,4.04962,4.03604,4.02293,4.01028,3.99805,3.98624,3.97482,3.96376,3.95307,3.94271,3.93267,3.92294,3.91351,3.90436,3.89548,3.88686,3.87849,3.87035,3.86244,3.85476,3.84728,3.84,3.83292,3.82603,3.81932,3.81278,3.8064,3.80019,3.79413,3.78823,3.78246,3.77684,3.57283,3.73778,3.88875,4.07167,4.29038,4.50159,4.63782,4.62147,4.42987,4.13234,3.82266,3.55333,3.33665,3.16676,3.03329,2.92645,2.8382,2.76221,2.69354,2.62833,2.56357,2.49701,2.42705,2.35278,2.27389,2.19069,2.10397,2.01495,1.92501,1.83549,1.74744,1.66127,1.57651,1.49153,1.40351,1.30875,1.20362,1.08638,0.95941,0.82998,0.70791,0.60113,0.51293,0.4424,0.3865,0.34185,0.30558,0.27551,0.2501,0.22828,0.20929,0.19258,0.17777,0.16454,0.15266,0.14196,0.13228,0.12349,0.11548,0.10818,0.10149,0.09536,0.08972,0.08453,0.07974,0.07532,0.07122,0.06741,0.06388,0.06059,0.05752,0.05465,0.05198,0.04947,0.04712,0.04491,0.04283,0.04088,0.03903,0.03729,0.03565,0.03409,0.03262,0.03122,0.0299,0.02863,0.02743,0.02629,0.0252,0.02416,0.02317,0.02222,0.02131,0.02043,0.0196,0.01879,0.01802,0.01728,0.01657,0.01588,0.01522,0.01458,0.01396,0.01333,0.01256,0.01182,0.0111
